id,,,,,,,,,,,,,,,,,,,
1989567136435146752,I-Q-02_151_01_LJ,,,,,,,,,,,,,,,,,,
1989567186750017536,I-R-03_203_01_LJ,,,,,,,,,,,,,,,,,,
1989560769909493760,I-R-03_124_01_LJ,,,,,,,,,,,,,,,,,,
1989560980752961536,I-R-03_199_01_LJ,,,,,,,,,,,,,,,,,,
1989567102771662848,I-Q-02_184_01_LJ,,,,,,,,,,,,,,,,,,
1989567268236955648,I-M-05_245_01_LJ,,,,,,,,,,,,,,,,,,
1975891446540144640,H-C-03_20_02,,,,,,,,,,,,,,,,,,
1989567146652471296,I-Q-02_154_01_LJ,,,,,,,,,,,,,,,,,,
1989567157150814208,I-Q-02_156_01_LJ,,,,,,,,,,,,,,,,,,
1989560764683390976,I-R-03_123_01_LJ,,,,,,,,,,,,,,,,,,
1989567152423833600,I-Q-02_155_01_LJ,,,,,,,,,,,,,,,,,,
1989567116659003392,I-Q-02_165_01_LJ,,,,,,,,,,,,,,,,,,
1976657356410458112,H-C-01_08_09,,,,,,,,,,,,,,,,,,
1975940711446614016,H-C-06_36_15,,,,,,,,,,,,,,,,,,
1976623768331751424,H-C-05_01_03,,,,,,,,,,,,,,,,,,
1975927817866711040,H-C-01_03_03,,,,,,,,,,,,,,,,,,
1976512887522463744,H-C-01_06_14,,,,,,,,,,,,,,,,,,
1976593523310465024,H-C-06_34_01,,,,,,,,,,,,,,,,,,
1975946637402574848,H-C-01_16_02,,,,,,,,,,,,,,,,,,
1976859077095067648,H-C-05_01_08,,,,,,,,,,,,,,,,,,
1989561139125686272,I-R-03_321_01_LJ,,,,,,,,,,,,,,,,,,
1970372424960708608,C-R-01_18_02,,,,,,,,,,,,,,,,,,
1971114157709332480,H-K-04_01_07,,,,,,,,,,,,,,,,,,
1989561270264795136,I-R-03_167_01_LJ,,,,,,,,,,,,,,,,,,
1975942936873013248,H-C-06_24_11,,,,,,,,,,,,,,,,,,
1976857842061283328,H-C-07_31_08,,,,,,,,,,,,,,,,,,
1989567126494646272,I-Q-02_147_01_LJ,,,,,,,,,,,,,,,,,,
1989561131777265664,I-R-03_320_01_LJ,,,,,,,,,,,,,,,,,,
1976625832923369472,H-C-06_15_12,,,,,,,,,,,,,,,,,,
1976850697777451008,H-C-02_02_09,,,,,,,,,,,,,,,,,,
1975941918969958400,H-C-06_25_08,,,,,,,,,,,,,,,,,,
1976645254425743360,H-C-06_43_14,,,,,,,,,,,,,,,,,,
1989561149401731072,I-R-03_328_01_LJ,,,,,,,,,,,,,,,,,,
1989567042025558016,I-M-05_62_01_LJ,,,,,,,,,,,,,,,,,,
1989567141107601408,I-Q-02_153_01_LJ,,,,,,,,,,,,,,,,,,
1989567249375170560,I-M-05_161_01_LJ,,,,,,,,,,,,,,,,,,
1989567161705828352,I-Q-02_157_01_LJ,,,,,,,,,,,,,,,,,,
1989560804843851776,I-R-03_129_01_LJ,,,,,,,,,,,,,,,,,,
1989560859705348096,I-R-03_80_01_LJ,,,,,,,,,,,,,,,,,,
1989561006254329856,I-R-03_208_01_LJ,,,,,,,,,,,,,,,,,,
1970392398139887616,C-R-01_10_12,,,,,,,,,,,,,,,,,,
1976286198947254272,H-C-06_43_02,,,,,,,,,,,,,,,,,,
1971096645907124224,H-K-04_11_17,,,,,,,,,,,,,,,,,,
1989567095049949184,I-Q-02_177_01_LJ,,,,,,,,,,,,,,,,,,
1989561124068134912,I-R-03_283_01_LJ,,,,,,,,,,,,,,,,,,
1989567106487816192,I-Q-02_185_01_LJ,,,,,,,,,,,,,,,,,,
1989560916810797056,I-R-03_107_01_LJ,,,,,,,,,,,,,,,,,,
1989560757309804544,I-R-03_121_01_LJ,,,,,,,,,,,,,,,,,,
1989560986461409280,I-R-03_200_01_LJ,,,,,,,,,,,,,,,,,,
1976521602564755456,H-C-01_17_08,,,,,,,,,,,,,,,,,,
1975789530854330368,H-C-03_18_08,,,,,,,,,,,,,,,,,,
1976647548298989568,H-C-07_04_08,,,,,,,,,,,,,,,,,,
1975940354918191104,H-C-06_25_09,,,,,,,,,,,,,,,,,,
1989567238167990272,I-M-05_150_01_LJ,,,,,,,,,,,,,,,,,,
1976285118796533760,H-C-06_29_05,,,,,,,,,,,,,,,,,,
1975926595898183680,H-C-01_01_03,,,,,,,,,,,,,,,,,,
1975817898752610304,H-C-06_30_06,,,,,,,,,,,,,,,,,,
1989560962356744192,I-R-03_195_01_LJ,,,,,,,,,,,,,,,,,,
1975941463409823744,H-C-06_24_03,,,,,,,,,,,,,,,,,,
1975942087136382976,H-C-06_24_08,,,,,,,,,,,,,,,,,,
1989561000118063104,I-R-03_207_01_LJ,,,,,,,,,,,,,,,,,,
1975790648854450176,H-C-03_19_10,,,,,,,,,,,,,,,,,,
1989567167049371648,I-Q-02_158_01_LJ,,,,,,,,,,,,,,,,,,
1989560967847088128,I-R-03_196_01_LJ,,,,,,,,,,,,,,,,,,
1989560939464232960,I-R-03_113_01_LJ,,,,,,,,,,,,,,,,,,
1989560776381304832,I-R-03_125_01_LJ,,,,,,,,,,,,,,,,,,
1975947017469431808,H-C-01_09_02,,,,,,,,,,,,,,,,,,
1975725278101639168,H-C-01_01_06,,,,,,,,,,,,,,,,,,
1970688682700705792,C-R-08_20_17,,,,,,,,,,,,,,,,,,
1976599868466139136,H-C-03_07_10,,,,,,,,,,,,,,,,,,
1976831286756642816,H-C-01_02_02,,,,,,,,,,,,,,,,,,
1971112465349611520,H-K-04_16_07,,,,,,,,,,,,,,,,,,
1976297912770105344,H-C-06_03_01,,,,,,,,,,,,,,,,,,
1976270775547727872,H-C-03_H21_01,,,,,,,,,,,,,,,,,,
1976838264887316480,H-C-07_36_13,,,,,,,,,,,,,,,,,,
1976552256291606528,H-C-06_04_10,,,,,,,,,,,,,,,,,,
1976286384079638528,H-C-06_43_03,,,,,,,,,,,,,,,,,,
1970745649687302144,C-R-08_15_12,,,,,,,,,,,,,,,,,,
1989561162244689920,I-R-03_255_01_LJ,,,,,,,,,,,,,,,,,,
1975930395199410176,H-C-06_16_01,,,,,,,,,,,,,,,,,,
1975909536871092224,H-C-06_15_02,,,,,,,,,,,,,,,,,,
1975923768685629440,H-C-03_05_13,,,,,,,,,,,,,,,,,,
1975940142912901120,H-C-06_36_11,,,,,,,,,,,,,,,,,,
1975751417180327936,H-C-06_38_08,,,,,,,,,,,,,,,,,,
1977550429294301184,H-C-05_01_13,,,,,,,,,,,,,,,,,,
1976838013434597376,H-C-06_07_06,,,,,,,,,,,,,,,,,,
1975465924429484032,H-K-05_04_02,,,,,,,,,,,,,,,,,,
1976835027861901312,H-C-01_12_08,,,,,,,,,,,,,,,,,,
1976643611525255168,H-C-03_20_10,,,,,,,,,,,,,,,,,,
1976830738556915712,H-C-07_35_10,,,,,,,,,,,,,,,,,,
1976660293958373376,H-C-01_07_06,,,,,,,,,,,,,,,,,,
1975525140158615552,H-C-06_28_11,,,,,,,,,,,,,,,,,,
1976297425270345728,H-C-06_02_12,,,,,,,,,,,,,,,,,,
1976647758320373760,H-C-07_04_09,,,,,,,,,,,,,,,,,,
1975890877637332992,H-C-03_20_07,,,,,,,,,,,,,,,,,,
1970367372900569088,C-R-01_08_17,,,,,,,,,,,,,,,,,,
1976619256464412672,H-C-06_16_05,,,,,,,,,,,,,,,,,,
1976537854079275008,H-C-05_11_11,,,,,,,,,,,,,,,,,,
1976645627160956928,H-C-07_04_01,,,,,,,,,,,,,,,,,,
1975725615298514944,H-C-01_01_08,,,,,,,,,,,,,,,,,,
1975941795187658752,H-C-06_36_07,,,,,,,,,,,,,,,,,,
1976604314373853184,H-C-06_40_10,,,,,,,,,,,,,,,,,,
1975821246167912448,H-C-06_30_14,,,,,,,,,,,,,,,,,,
1975926357632356352,H-C-03_25_01,,,,,,,,,,,,,,,,,,
1976928538795839488,H-C-01_16_09,,,,,,,,,,,,,,,,,,
1976546334559309824,H-C-06_33_10,,,,,,,,,,,,,,,,,,
1989560926004711424,I-R-03_111_01_LJ,,,,,,,,,,,,,,,,,,
1989560895226908672,I-R-03_41_01_LJ,,,,,,,,,,,,,,,,,,
1975493675861544960,H-C-06_06_28_10,,,,,,,,,,,,,,,,,,
1975740049253339136,H-C-03_19_11,,,,,,,,,,,,,,,,,,
1970408093531639808,C-R-01_07_07,,,,,,,,,,,,,,,,,,
1970379668943147008,C-R-01_01_22,,,,,,,,,,,,,,,,,,
1971112915964661760,H-K-04_01_17,,,,,,,,,,,,,,,,,,
1976836928712085504,H-C-06_52_11,,,,,,,,,,,,,,,,,,
1975807262786195456,H-C-03_19_08,,,,,,,,,,,,,,,,,,
1976508562746249216,H-C-01_04_07,,,,,,,,,,,,,,,,,,
1976656007299993600,H-C-01_06_15,,,,,,,,,,,,,,,,,,
1989560931004321792,I-R-03_112_01_LJ,,,,,,,,,,,,,,,,,,
1975816827179241472,H-C-06_30_03,,,,,,,,,,,,,,,,,,
1989567098623496192,I-Q-02_182_01_LJ,,,,,,,,,,,,,,,,,,
1970710322318807040,C-R-08_21_07,,,,,,,,,,,,,,,,,,
1976507775995482112,H-C-01_04_02,,,,,,,,,,,,,,,,,,
1976645978916261888,H-C-07_04_03,,,,,,,,,,,,,,,,,,
1970340322164740096,C-R-01_18_07,,,,,,,,,,,,,,,,,,
1989561256843022336,I-R-03_165_01_LJ,,,,,,,,,,,,,,,,,,
1975931940557164544,H-C-01_04_04,,,,,,,,,,,,,,,,,,
1975516611867709440,H-C-01_03_01,,,,,,,,,,,,,,,,,,
1971041817440948224,H-K-01_06_22,,,,,,,,,,,,,,,,,,
1971124815079280640,H-K-04_18_07,,,,,,,,,,,,,,,,,,
1975893784373891072,H-C-06_21_04,,,,,,,,,,,,,,,,,,
1975903293817360384,H-C-06_23_03,,,,,,,,,,,,,,,,,,
1976619058954637312,H-C-06_31_15,,,,,,,,,,,,,,,,,,
1975752166333353984,H-C-06_38_10,,,,,,,,,,,,,,,,,,
1975905101763710976,H-C-03_20_06,,,,,,,,,,,,,,,,,,
1976842602183528448,H-C-07_35_14,,,,,,,,,,,,,,,,,,
1975942454335115264,H-C-06_24_09,,,,,,,,,,,,,,,,,,
1976522654420701184,H-C-01_14_08,,,,,,,,,,,,,,,,,,
1976274923609526272,H-C-06_16_02,,,,,,,,,,,,,,,,,,
1975750353152512000,H-C-06_38_06,,,,,,,,,,,,,,,,,,
1976851850783232000,H-C-02_07_02,,,,,,,,,,,,,,,,,,
1975932595388682240,H-C-06_33_03,,,,,,,,,,,,,,,,,,
1975409682579329024,H-C-06_06_28_07,,,,,,,,,,,,,,,,,,
1976275272797917184,H-C-06_42_05,,,,,,,,,,,,,,,,,,
1976524681276166144,H-C-01_15_06,,,,,,,,,,,,,,,,,,
1975942197115228160,H-C-06_25_14,,,,,,,,,,,,,,,,,,
1975941232328839168,H-C-06_36_06,,,,,,,,,,,,,,,,,,
1975940713719926784,H-C-06_25_11,,,,,,,,,,,,,,,,,,
1975746877831909376,H-C-06_28_12,,,,,,,,,,,,,,,,,,
1975385809746006016,H-C-03_05_06,,,,,,,,,,,,,,,,,,
1970421491845697536,C-R-01_17_02,,,,,,,,,,,,,,,,,,
1975932354325254144,H-C-01_13_06,,,,,,,,,,,,,,,,,,
1976668023838347264,H-C-07_29_11,,,,,,,,,,,,,,,,,,
1976603687954550784,H-C-06_06_10,,,,,,,,,,,,,,,,,,
1976515542969880576,H-C-01_07_15,,,,,,,,,,,,,,,,,,
1976299054342213632,H-C-06_03_07,,,,,,,,,,,,,,,,,,
1989561168372568064,I-R-03_256_01_LJ,,,,,,,,,,,,,,,,,,
1989561263679737856,I-R-03_166_01_LJ,,,,,,,,,,,,,,,,,,
1975899420834795520,H-C-03_03_06,,,,,,,,,,,,,,,,,,
1976276505059266560,H-C-06_42_10,,,,,,,,,,,,,,,,,,
1975728287548313600,H-C-03_29_12,,,,,,,,,,,,,,,,,,
1971107367374426112,H-K-04_01_02,,,,,,,,,,,,,,,,,,
1975918008715055104,H-C-06_08_11,,,,,,,,,,,,,,,,,,
1976542292827312128,H-C-05_36_03,,,,,,,,,,,,,,,,,,
1976546212551200768,H-C-05_17_13,,,,,,,,,,,,,,,,,,
1975922825474740224,H-C-06_10_06,,,,,,,,,,,,,,,,,,
1971094268995047424,H-K-04_07_07,,,,,,,,,,,,,,,,,,
1976561718431715328,H-C-07_18_14,,,,,,,,,,,,,,,,,,
1976291777681952768,H-C-06_09_11,,,,,,,,,,,,,,,,,,
1976134958716162048,H-C-06_06_39,,,,,,,,,,,,,,,,,,
1970399748305326080,C-R-08_12_07,,,,,,,,,,,,,,,,,,
1976443608617848832,H-C-01_08_02,,,,,,,,,,,,,,,,,,
1971113598243704832,H-K-01_19_02,,,,,,,,,,,,,,,,,,
1970697294340820992,C-R-08_14_17,,,,,,,,,,,,,,,,,,
1976621561247043584,H-C-07_21_15,,,,,,,,,,,,,,,,,,
1971063891240816640,H-K-02_07_02,,,,,,,,,,,,,,,,,,
1976290076451278848,H-C-06_42_03,,,,,,,,,,,,,,,,,,
1970417447077023744,C-R-08_12_17,,,,,,,,,,,,,,,,,,
1975922352751513600,H-C-06_22_08,,,,,,,,,,,,,,,,,,
1975942182447747072,H-C-06_07_07,,,,,,,,,,,,,,,,,,
1976650846104064000,H-C-05_37_05,,,,,,,,,,,,,,,,,,
1976534545729720320,H-C-07_23_06,,,,,,,,,,,,,,,,,,
1970421182264119296,C-R-01_10_02,,,,,,,,,,,,,,,,,,
1975923689904017408,H-C-06_27_07,,,,,,,,,,,,,,,,,,
1975926991815315456,H-C-03_25_09,,,,,,,,,,,,,,,,,,
1976851099780517888,H-C-06_15_07,,,,,,,,,,,,,,,,,,
1971120969267417088,H-K-01_19_07,,,,,,,,,,,,,,,,,,
1970694917281943552,C-R-08_21_02,,,,,,,,,,,,,,,,,,
1976295026396893184,H-C-06_02_01,,,,,,,,,,,,,,,,,,
1975922906663882752,H-C-06_27_06,,,,,,,,,,,,,,,,,,
1976516241506045952,H-C-01_09_06,,,,,,,,,,,,,,,,,,
1989567121977380864,I-Q-02_145_01_LJ,,,,,,,,,,,,,,,,,,
1975941086882959360,H-C-06_25_12,,,,,,,,,,,,,,,,,,
1976544457666990080,H-C-02_08_09,,,,,,,,,,,,,,,,,,
1976278265274437632,H-C-06_41_08,,,,,,,,,,,,,,,,,,
1989560781477384192,I-R-03_126_01_LJ,,,,,,,,,,,,,,,,,,
1975743705998561280,H-C-03_08_06,,,,,,,,,,,,,,,,,,
1976542240478203904,H-C-05_08_06,,,,,,,,,,,,,,,,,,
1976550947979137024,H-C-02_09_01,,,,,,,,,,,,,,,,,,
1975539181212012544,H-C-03_19_14,,,,,,,,,,,,,,,,,,
1975930370788560896,H-C-06_16_07,,,,,,,,,,,,,,,,,,
1970401248582701056,C-R-01_06_22,,,,,,,,,,,,,,,,,,
1970419071791009792,C-R-01_07_22,,,,,,,,,,,,,,,,,,
1976298354581311488,H-C-06_03_03,,,,,,,,,,,,,,,,,,
1976590328945315840,H-C-06_39_04,,,,,,,,,,,,,,,,,,
1976276260254519296,H-C-03_20_08,,,,,,,,,,,,,,,,,,
1976860262849974272,H-C-05_40_08,,,,,,,,,,,,,,,,,,
1976854926315360256,H-C-05_07_09,,,,,,,,,,,,,,,,,,
1976288312930996224,H-C-06_48_15,,,,,,,,,,,,,,,,,,
1989560953955553280,I-R-03_116_01_LJ,,,,,,,,,,,,,,,,,,
1976641807710294016,H-C-05_01_12,,,,,,,,,,,,,,,,,,
1976838595272642560,H-C-07_36_02,,,,,,,,,,,,,,,,,,
1989560789501087744,I-R-03_127_01_LJ,,,,,,,,,,,,,,,,,,
1976602353968746496,H-C-06_06_01,,,,,,,,,,,,,,,,,,
1971039724655218688,H-K-04_07_12,,,,,,,,,,,,,,,,,,
1989560910137659392,I-R-03_105_01_LJ,,,,,,,,,,,,,,,,,,
1975822243510489088,H-C-06_36_01,,,,,,,,,,,,,,,,,,
1975795277214388224,H-C-03_08_12,,,,,,,,,,,,,,,,,,
1989560797709340672,I-R-03_128_01_LJ,,,,,,,,,,,,,,,,,,
1976829624834985984,H-C-05_20_04,,,,,,,,,,,,,,,,,,
1975941086400614400,H-C-03_18_06,,,,,,,,,,,,,,,,,,
1976297093639311360,H-C-06_02_11,,,,,,,,,,,,,,,,,,
1976553656992010240,H-C-02_13_04,,,,,,,,,,,,,,,,,,
1989567131011911680,I-Q-02_150_01_LJ,,,,,,,,,,,,,,,,,,
1976522414070304768,H-C-01_14_07,,,,,,,,,,,,,,,,,,
1976649871876296704,H-C-06_33_06,,,,,,,,,,,,,,,,,,
1976831142166401024,H-C-03_12_01,,,,,,,,,,,,,,,,,,
1976655688558055424,H-C-07_29_08,,,,,,,,,,,,,,,,,,
1976535604053282816,H-C-07_23_12,,,,,,,,,,,,,,,,,,
1976514955805069312,H-C-01_07_12,,,,,,,,,,,,,,,,,,
1975818447342407680,H-C-06_30_07,,,,,,,,,,,,,,,,,,
1976857694593748992,H-C-05_12_10,,,,,,,,,,,,,,,,,,
1989560945969598464,I-R-03_114_01_LJ,,,,,,,,,,,,,,,,,,
1976487768167157760,H-C-01_12_01,,,,,,,,,,,,,,,,,,
1975942468742549504,H-C-06_36_08,,,,,,,,,,,,,,,,,,
1976656711620104192,H-C-07_29_14,,,,,,,,,,,,,,,,,,
1976270927545110528,H-C-06_23_01,,,,,,,,,,,,,,,,,,
1976851613129773056,H-C-07_24_11,,,,,,,,,,,,,,,,,,
1976270312710475776,H-C-06_14_09,,,,,,,,,,,,,,,,,,
1970425922003800064,C-R-08_12_22,,,,,,,,,,,,,,,,,,
1976851778519568384,H-C-03_14_10,,,,,,,,,,,,,,,,,,
1976513911586951168,H-C-01_07_04,,,,,,,,,,,,,,,,,,
1975817402499338240,H-C-06_30_04,,,,,,,,,,,,,,,,,,
1976560251088015360,H-C-05_01_01,,,,,,,,,,,,,,,,,,
1976545956593799168,H-C-05_08_12,,,,,,,,,,,,,,,,,,
1975943352323018752,H-C-01_13_01,,,,,,,,,,,,,,,,,,
1976511388687929344,H-C-01_06_03,,,,,,,,,,,,,,,,,,
1976605489970155520,H-C-06_51_01,,,,,,,,,,,,,,,,,,
1976841801306345472,H-C-05_22_07,,,,,,,,,,,,,,,,,,
1975925288646873088,H-C-06_09_10,,,,,,,,,,,,,,,,,,
1976297692720140288,H-C-06_02_14,,,,,,,,,,,,,,,,,,
2000831301946576896,L-H-01_S_06_03,,,,,,,,,,,,,,,,,,
2003109727097196544,L-S-02_S_05_02_LJ,,,,,,,,,,,,,,,,,,
2001138950424629248,L-S-02_S_05_03_LJ,,,,,,,,,,,,,,,,,,
2000067992007872512,L-S-02_S_05_01,,,,,,,,,,,,,,,,,,
2000059968610504704,H-C-04_S_03_03_LJ,,,,,,,,,,,,,,,,,,
2000772590842548224,H-K-09_S_02_01_LJ,,,,,,,,,,,,,,,,,,
2000833448650084352,L-H-01_S_06_04_LJ,,,,,,,,,,,,,,,,,,
2000811985016590336,L-S-02_S_06_03_LJ,,,,,,,,,,,,,,,,,,
2000066577650814976,L-H-01_S_05_03_LJ,,,,,,,,,,,,,,,,,,
2000061261664096256,H-C-04_S_03_04_LJ,,,,,,,,,,,,,,,,,,
2003132371314020352,L-S-02_S_06_01,,,,,,,,,,,,,,,,,,
2000065645634523136,L-H-01_S_05_02_LJ,,,,,,,,,,,,,,,,,,
2000064591584956416,L-H-01_S_05_01_LJ,,,,,,,,,,,,,,,,,,
2003133173197836288,L-S-02_S_06_01_LJ,,,,,,,,,,,,,,,,,,
1997196830445801472,H-C-06_S_03_02,,,,,,,,,,,,,,,,,,
1999656680245301248,L-H-01_S_03_01,,,,,,,,,,,,,,,,,,
1994588018165551104,H-K-07_S_05_02_LJ,,,,,,,,,,,,,,,,,,
1994592482914078720,H-K-07_S_05_04_LJ,,,,,,,,,,,,,,,,,,
2001962824544423936,E-D-01_S_06_04_LJ,,,,,,,,,,,,,,,,,,
1998214491476725760,H-D-02_S_03_01,,,,,,,,,,,,,,,,,,
1997957809949511680,C-H-02_S_01_04_LJ,,,,,,,,,,,,,,,,,,
2001967942971035648,L-H-01_S_01_01_LJ,,,,,,,,,,,,,,,,,,
1998213371421396992,L-H-01_S_01_02_LJ,,,,,,,,,,,,,,,,,,
1994590545762193408,H-K-07_S_05_03_LJ,,,,,,,,,,,,,,,,,,
2001612308773736448,L-T-03_S_03_03_LJ,,,,,,,,,,,,,,,,,,
1994608856059219968,H-K-07_S_08_02_LJ,,,,,,,,,,,,,,,,,,
1998935302328160256,E-D-01_S_01_02,,,,,,,,,,,,,,,,,,
1994606974368616448,H-D-11_S_02_03_LJ,,,,,,,,,,,,,,,,,,
1994608065911066624,H-K-07_S_08_01_LJ,,,,,,,,,,,,,,,,,,
1998940320372494336,H-K-01_S_02_03_LJ,,,,,,,,,,,,,,,,,,
2002199559090081792,H-K-07_S_09_02_LJ,,,,,,,,,,,,,,,,,,
2001969891506262016,L-H-03_S_03_02,,,,,,,,,,,,,,,,,,
2001956612830531584,E-D-01_S_07_03,,,,,,,,,,,,,,,,,,
2002199732209979392,H-K-07_S_09_03_LJ,,,,,,,,,,,,,,,,,,
1998221740286808064,H-D-06_S_05_02_LJ,,,,,,,,,,,,,,,,,,
1998937230151913472,E-D-01_S_09_06,,,,,,,,,,,,,,,,,,
1998215630423199744,H-C-06_S_03_03_LJ,,,,,,,,,,,,,,,,,,
1999082661959831552,C-R-08_S_03_01,,,,,,,,,,,,,,,,,,
1994606060098424832,H-D-11_S_02_02_LJ,,,,,,,,,,,,,,,,,,
1993931422351626240,H-C-03_S_02_03_LJ,,,,,,,,,,,,,,,,,,
1983005843888672768,H-C-08_S_01_01,,,,,,,,,,,,,,,,,,
2001593348015656960,C-F-01_S_04_01,,,,,,,,,,,,,,,,,,
2001562735237795840,H-C-06_S_04_04_LJ,,,,,,,,,,,,,,,,,,
1994604652997513216,H-D-11_S_02_01,,,,,,,,,,,,,,,,,,
1991769876569657344,H-C-03_S_21_03,,,,,,,,,,,,,,,,,,
1994592155368296448,H-C-06_S_04_03_LJ,,,,,,,,,,,,,,,,,,
1993929318732009472,H-C-03_S_02_02_LJ,,,,,,,,,,,,,,,,,,
1994607661081038848,H-D-08_S_01_02,,,,,,,,,,,,,,,,,,
1998936113930178560,H-K-09_S_05_02,,,,,,,,,,,,,,,,,,
1993930578495410176,H-K-07_S_05_01_LJ,,,,,,,,,,,,,,,,,,
1996507593140473856,H-K-07_S_07_01_LJ,,,,,,,,,,,,,,,,,,
1999658897270509568,H-C-03_S_05_03_LJ,,,,,,,,,,,,,,,,,,
1994596246190428160,H-D-06_S_04_02_LJ,,,,,,,,,,,,,,,,,,
1999658082061389824,H-C-03_S_05_02_LJ,,,,,,,,,,,,,,,,,,
1993860735842783232,H-C-04_S_05_01,,,,,,,,,,,,,,,,,,
1999654753872777216,H-K-07_S_04_01,,,,,,,,,,,,,,,,,,
1997916629484310528,H-K-07_S_01_04_LJ,,,,,,,,,,,,,,,,,,
1996867041348423680,H-K-07_S_07_02_LJ,,,,,,,,,,,,,,,,,,
1993888047590150144,H-C-03_S_02_01_LJ,,,,,,,,,,,,,,,,,,
1990261821017296896,H-C-03_S_06_03,,,,,,,,,,,,,,,,,,
1991690222223626240,H-C-03_S_13_03,,,,,,,,,,,,,,,,,,
1998997326705856512,C-R-08_S_02_01,,,,,,,,,,,,,,,,,,
1999411443891572736,H-K-07_S_02_01_LJ,,,,,,,,,,,,,,,,,,
1993880616558530560,H-C-09_S_01_01,,,,,,,,,,,,,,,,,,
1994614275183874048,C-H-02_S_01_03_LJ,,,,,,,,,,,,,,,,,,
1997960583089098752,H-K-07_S_07_03_LJ,,,,,,,,,,,,,,,,,,
1994589536587485184,H-C-06_S_04_02_LJ,,,,,,,,,,,,,,,,,,
1993597055230152704,H-C-04_S_01_01,,,,,,,,,,,,,,,,,,
1982998474270052352,H-K-04_S_05_01,,,,,,,,,,,,,,,,,,
1993509281256837120,H-K-07_S_02_01,,,,,,,,,,,,,,,,,,
1982997831643959296,H-C-08_S_02_01,,,,,,,,,,,,,,,,,,
1992791337673560064,C-R-01_S_04_03,,,,,,,,,,,,,,,,,,
1994597501931491328,H-D-06_S_04_03_LJ,,,,,,,,,,,,,,,,,,
1996405522949083136,H-K-07_S_01_02,,,,,,,,,,,,,,,,,,
1982997780704137216,H-K-04_S_06_01,,,,,,,,,,,,,,,,,,
1994608771044872192,H-D-08_S_01_03_LJ,,,,,,,,,,,,,,,,,,
1991681720524607488,H-C-03_S_07_03,,,,,,,,,,,,,,,,,,
2000480886361034752,I-R-03_113_01_LJ,,,,,,,,,,,,,,,,,,
1998215904940396544,I-Q-02_182_01_LJ,,,,,,,,,,,,,,,,,,
1976392372627574784,H-C-04_06_02,,,,,,,,,,,,,,,,,,
1977985102289965056,H-C-08_05_10,,,,,,,,,,,,,,,,,,
1980887602265460736,H-C-06_11_11,,,,,,,,,,,,,,,,,,
1999661989152034816,I-R-03_127_01_LJ,,,,,,,,,,,,,,,,,,
1975002326443888640,H-C-08_06_09,,,,,,,,,,,,,,,,,,
1999661318415716352,I-R-03_167_01_LJ,,,,,,,,,,,,,,,,,,
1999660307013832704,I-R-03_166_01_LJ,,,,,,,,,,,,,,,,,,
1978306821160570880,H-K-04_01_12,,,,,,,,,,,,,,,,,,
1977916154387238912,H-C-04_02_04,,,,,,,,,,,,,,,,,,
1996107454223618048,I-R-03_105_01_LJ,,,,,,,,,,,,,,,,,,
1995773006101745664,I-R-03_112_01_LJ,,,,,,,,,,,,,,,,,,
1999659378629808128,I-R-03_165_01_LJ,,,,,,,,,,,,,,,,,,
1979112078492962816,H-C-08_33_03,,,,,,,,,,,,,,,,,,
1977926121701904384,H-K-02_06_02,,,,,,,,,,,,,,,,,,
1976876029079326720,H-C-07_05_07,,,,,,,,,,,,,,,,,,
1969301167653654528,H-K-04_19_12,,,,,,,,,,,,,,,,,,
1977608970004729856,H-C-04_04_15,,,,,,,,,,,,,,,,,,
1978399242246557696,H-C-06_11_10,,,,,,,,,,,,,,,,,,
1975828324332736512,H-K-05_10_12,,,,,,,,,,,,,,,,,,
1975821750499414016,H-K-02_14_07,,,,,,,,,,,,,,,,,,
1969223030307688448,H-K-05_04_07,,,,,,,,,,,,,,,,,,
1976938778069176320,H-C-08_14_07,,,,,,,,,,,,,,,,,,
1976873658609700864,H-C-07_10_03,,,,,,,,,,,,,,,,,,
1996515636553060352,I-R-03_114_01_LJ,,,,,,,,,,,,,,,,,,
1969241369952260096,H-K-05_14_02,,,,,,,,,,,,,,,,,,
1977575655923126272,H-K-04_16_22,,,,,,,,,,,,,,,,,,
1969967621885530112,H-K-01_01_17,,,,,,,,,,,,,,,,,,
1977659065744101376,H-C-08_26_09,,,,,,,,,,,,,,,,,,
1979025902411059200,H-C-04_04_06,,,,,,,,,,,,,,,,,,
1977937607404949504,H-C-04_08_11,,,,,,,,,,,,,,,,,,
1974743469431853056,H-C-07_10_09,,,,,,,,,,,,,,,,,,
1969319086672449536,H-K-04_08_17,,,,,,,,,,,,,,,,,,
1974408644791504896,H-C-06_12_02,,,,,,,,,,,,,,,,,,
1968934407377129472,H-K-04_06_02,,,,,,,,,,,,,,,,,,
1980166330413879296,H-K-02_14_12,,,,,,,,,,,,,,,,,,
1978394156392910848,H-C-08_17_04,,,,,,,,,,,,,,,,,,
1975841648353087488,H-K-02_17_07,,,,,,,,,,,,,,,,,,
1979465731854700544,H-C-04_05_08,,,,,,,,,,,,,,,,,,
1974666240073011200,H-C-06_12_05,,,,,,,,,,,,,,,,,,
1977976630785740800,H-C-03_21_03,,,,,,,,,,,,,,,,,,
1980185461376815104,H-C-08_17_12,,,,,,,,,,,,,,,,,,
1970005014193770496,H-K-05_02_17,,,,,,,,,,,,,,,,,,
